ID,スキル名,スキル説明,発動条件（元データ）,発動条件,発動条件 (日本語訳),確定発動,持続時間補正値,基準持続時間(s),クールタイム補正値,基準クールタイム(s),査定値,種類,スキル対象,target_value_1_1,補正値,値（補正値の1/10000）,種類2,スキル対象2,target_value_1_2,補正値2,値（補正値2の1/10000）,種類3,スキル対象3,target_value_1_3,補正値3,値（補正値3の1/10000）
200371,一陣の風,直線で加速力が上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,18000,"1,8",300000,30,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200372,直線加速,直線で加速力がわずかに上がる,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,18000,"1,8",300000,30,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200381,好転一息,直線で持久力が回復する,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200382,直線回復,直線で持久力がわずかに回復する,straight_random==1,直線である（ランダム？）,直線を1つ選んで、その範囲のどこかでランダム発動,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200391,坂苦手,上り坂で少し疲れてしまいがちになる,slope==1,上り坂,上り坂,×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200401,バ群嫌い,周りを囲まれると持久力が少し減少する,accumulatetime>=2&blocked_all_continuetime>=1,発動までの猶予時間>=2&囲まれた時間>=1,開始2秒後以降、囲まれた時間が1秒以上,×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200411,あきらめ癖,最終直線で最後方付近にいると少しあきらめてしまいがちになる,is_finalcorner==1&is_lastspurt==1&straight_random==1&corner==0&distance_diff_rate>=75,最終コーナー＝到達&ラストスパート中＝〇&直線である（ランダム？）&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,最終コーナー直線において、ラストスパート中かつ、全ウマ娘の距離の差が前から75%以降,×,30000,3,300000,30,-262,現在速度アップ,自分,-,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
200421,手抜き癖,残り200m付近で先頭だと少し油断しがちになる,remain_distance==200&order==1&bashin_diff_behind>=1,残り距離==200&順位＝1&後ろの馬との距離（馬身数）>=1,残り200mにおいて順位が1位の時、後ろのウマと1バ身以上,×,30000,3,300000,30,-262,現在速度アップ,自分,-,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
200431,コンセントレーション,スタートが得意になり出遅れる時間が少なくなる,always==1,always==1,スタート時,×,0,瞬時発動,5000000,500,394,出遅れ回避,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200432,集中力,スタートが得意になり出遅れる時間がわずかに少なくなる,always==1,always==1,スタート時,×,0,瞬時発動,5000000,500,129,出遅れ回避,自分,-,9000,"0,9",-,-,-,-,-,-,-,-,-,-
200433,ゲート難,スタートが苦手になり出遅れる時間が少し増える,always==1,always==1,スタート時,×,0,瞬時発動,5000000,500,-174,出遅れ回避,自分,-,15000,"1,5",-,-,-,-,-,-,-,-,-,-
200441,鋼の意志,レース序盤に前が詰まった時に強い意志を保ち持久力が回復する,phase==0&accumulatetime>=5&blocked_front_continuetime>=1,レース序盤&発動までの猶予時間>=5&前をふさがれた時間>=1,開始5秒後以降、レース序盤のうちに前をふさがれた時間が1秒以上,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200442,隠れ蓑,レース序盤に前が詰まった時に隠れて持久力がわずかに回復する,phase==0&accumulatetime>=5&blocked_front_continuetime>=1,レース序盤&発動までの猶予時間>=5&前をふさがれた時間>=1,開始5秒後以降、レース序盤のうちに前をふさがれた時間が1秒以上,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200451,注目の踊り子,レース序盤にコース取りがうまくなる,phase_random==0,レース序盤（ランダム判定？）,レース序盤のランダムな位置,×,30000,3,5000000,500,334,レーン移動速度アップ,自分,-,350,"0,035",-,-,-,-,-,-,-,-,-,-
200452,ポジションセンス,レース序盤にコース取りが少しうまくなる,phase_random==0,レース序盤（ランダム判定？）,レース序盤のランダムな位置,×,30000,3,5000000,500,129,レーン移動速度アップ,自分,-,250,"0,025",-,-,-,-,-,-,-,-,-,-
200461,アガッてきた！,レース中盤に追い抜くと速度が上がる,phase==1&change_order_onetime<0,レース中盤&変動順位<0,レース中盤で順位を1つでもあげる,×,18000,"1,8",300000,30,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200462,ペースアップ,レース中盤に追い抜くと速度がわずかに上がる,phase==1&change_order_onetime<0,レース中盤&変動順位<0,レース中盤で順位を1つでもあげる,×,18000,"1,8",300000,30,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200471,不屈の心,レース中盤に追い抜かれると持久力が回復する,phase==1&change_order_onetime>0,レース中盤&変動順位>0,レース中盤に順位を1つでも抜かされる,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200472,ペースキープ,レース中盤に追い抜かれると持久力がわずかに回復する,phase==1&change_order_onetime>0,レース中盤&変動順位>0,レース中盤に順位を1つでも抜かされる,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200481,どこ吹く風,レース中盤に囲まれると持久力が回復する,phase==1&blocked_all_continuetime>=1,レース中盤&囲まれた時間>=1,レース中盤、囲まれた時間が1秒以上,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200482,ウマ込み冷静,レース中盤に囲まれると持久力がわずかに回復する,phase==1&blocked_all_continuetime>=1,レース中盤&囲まれた時間>=1,レース中盤、囲まれた時間が1秒以上,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200491,ノンストップガール,ラストスパートで前が塞がれた時の立ち回りがうまくなる,blocked_front_continuetime>=1&is_lastspurt==1&hp_per>=1,前をふさがれた時間>=1&ラストスパート中＝〇&スタミナ割合>=1%,ラストスパート中において、スタミナ割合1%以上ある際に、前をふさがれた時間が1秒以上,×,30000,3,300000,30,394,加速度アップ,自分,-,4000,"0,4",レーン移動速度アップ,自分,-,250,"0,025",-,-,-,-,-
200492,垂れウマ回避,ラストスパートで前が塞がれた時の立ち回りがわずかにうまくなる,blocked_front_continuetime>=1&is_lastspurt==1&hp_per>=1,前をふさがれた時間>=1&ラストスパート中＝〇&スタミナ割合>=1%,ラストスパート中において、スタミナ割合1%以上ある際に、前をふさがれた時間が1秒以上,×,30000,3,300000,30,174,加速度アップ,自分,-,2000,"0,2",レーン移動速度アップ,自分,-,50,"0,005",-,-,-,-,-
200501,レーンの魔術師,レース終盤にコース取りがうまくなる,phase_random==2,レース終盤（ランダム判定？）,レース終盤のランダムな位置,×,30000,3,5000000,500,334,レーン移動速度アップ,自分,-,350,"0,035",-,-,-,-,-,-,-,-,-,-
200502,臨機応変,レース終盤にコース取りが少しうまくなる,phase_random==2,レース終盤（ランダム判定？）,レース終盤のランダムな位置,×,30000,3,5000000,500,129,レーン移動速度アップ,自分,-,250,"0,025",-,-,-,-,-,-,-,-,-,-
200511,全身全霊,ラストスパートで速度が上がる,is_lastspurt==1&phase_random==3,ラストスパート中＝〇&レース終盤の後半,レース終盤の後半において、ラストスパート中である,×,18000,"1,8",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200512,末脚,ラストスパートで速度がわずかに上がる,is_lastspurt==1&phase_random==3,ラストスパート中＝〇&レース終盤の後半,レース終盤の後半において、ラストスパート中である,×,18000,"1,8",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200521,空回り,先頭で大きくリードし過ぎると少し疲れてしまいがちになる,accumulatetime>=2&order==1&bashin_diff_behind>=1,発動までの猶予時間>=2&順位＝1&後ろの馬との距離（馬身数）>=1,開始2秒後以降、順位が1位で後ろの馬との距離が1馬身以上,×,0,瞬時発動,5000000,500,-262,体力回復,自分,-,-200,"-0,02",-,-,-,-,-,-,-,-,-,-
200531,先手必勝,レース序盤で前に行きやすくなる＜作戦・逃げ＞,running_style==1&phase==0&accumulatetime>=5,作戦：逃げ&レース序盤&発動までの猶予時間>=5,【逃げ】レース序盤において、開始5秒後(5秒以降だが他にランダム条件ないため),×,12000,"1,2",5000000,500,334,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200532,先駆け,レース序盤でわずかに前に行きやすくなる＜作戦・逃げ＞,running_style==1&phase==0&accumulatetime>=5,作戦：逃げ&レース序盤&発動までの猶予時間>=5,【逃げ】レース序盤において、開始5秒後(5秒以降だが他にランダム条件ないため),×,12000,"1,2",5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200541,脱出術,レース中盤で前に行きやすくなる＜作戦・逃げ＞,running_style==1&phase_random==1&order_rate<=50,作戦：逃げ&レース中盤(ランダム判定？)&順位率<=50%,【逃げ】レース中盤のランダムな区間内において順位率50%以内[1～6位],×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200542,急ぎ足,レース中盤でわずかに前に行きやすくなる＜作戦・逃げ＞,running_style==1&phase_random==1&order_rate<=50,作戦：逃げ&レース中盤(ランダム判定？)&順位率<=50%,【逃げ】レース中盤のランダムな区間内において順位率50%以内[1～6位],×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200551,逃亡者,最終コーナーで先頭をキープしやすくなる＜作戦・逃げ＞,running_style==1&is_finalcorner_random==1&order==1,作戦：逃げ&最終コーナー番号＝１（ランダム）&順位＝1,【逃げ】最終コーナーのランダムな区間内において、順位が1位の時,×,30000,3,5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200552,押し切り準備,最終コーナーで先頭をわずかにキープしやすくなる＜作戦・逃げ＞,running_style==1&is_finalcorner_random==1&order==1,作戦：逃げ&最終コーナー番号＝１（ランダム）&順位＝1,【逃げ】最終コーナーのランダムな区間内において、順位が1位の時,×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200561,余裕綽々,レース序盤で疲れにくくなる＜作戦・先行＞,running_style==2&phase_random==0&accumulatetime>=5&order_rate<=50,作戦：先行&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位率<=50%,【先行】レース序盤のランダムな区間内で、開始5秒後以降、順位率50%以内[1～6位],×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200562,スタミナキープ,レース序盤でわずかに疲れにくくなる＜作戦・先行＞,running_style==2&phase_random==0&accumulatetime>=5&order_rate<=50,作戦：先行&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位率<=50%,【先行】レース序盤のランダムな区間内で、開始5秒後以降、順位率50%以内[1～6位],×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200571,レースプランナー,レース中盤で疲れにくくなる＜作戦・先行＞,running_style==2&phase_random==1&order_rate<=50,作戦：先行&レース中盤(ランダム判定？)&順位率<=50%,【先行】レース中盤のランダムな区間内で、順位率50%以内[1～6位],×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200572,好位追走,レース中盤でわずかに疲れにくくなる＜作戦・先行＞,running_style==2&phase_random==1&order_rate<=50,作戦：先行&レース中盤(ランダム判定？)&順位率<=50%,【先行】レース中盤のランダムな区間内において、順位率50%以内[1～6位],×,-1,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200581,スピードスター,最終コーナーで抜け出しやすくなる＜作戦・先行＞,running_style==2&is_finalcorner_random==1&order_rate<=50,作戦：先行&最終コーナー到達(ランダム判定？)&順位率<=50%,【先行】最終コーナーのランダムな区間内で、順位率50%以内[1～6位],×,12000,"1,2",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200582,抜け出し準備,最終コーナーでわずかに抜け出しやすくなる＜作戦・先行＞,running_style==2&is_finalcorner_random==1&order_rate<=50,作戦：先行&最終コーナー番号＝１（ランダム）&順位率<=50%,【先行】最終コーナーのランダムな区間内において、順位率50%以内[1～6位],×,12000,"1,2",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200591,迅速果断,レース中盤で速度が上がる＜作戦・差し＞,running_style==3&phase_random==1&order_rate>50,作戦：差し&レース中盤(ランダム判定？)&順位率>50%,【差し】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,18000,"1,8",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200592,位置取り押し上げ,レース中盤で速度がわずかに上がる＜作戦・差し＞,running_style==3&phase_random==1&order_rate>50,作戦：差し&レース中盤(ランダム判定？)&順位率>50%,【差し】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,18000,"1,8",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200601,乗り換え上手,レース終盤で加速力が上がる＜作戦・差し＞,running_style==3&phase_random==2&order_rate>50,作戦：差し&レース終盤（ランダム判定？）&順位率>50%,【差し】レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,18000,"1,8",5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200602,差し切り体勢,レース終盤で加速力がわずかに上がる＜作戦・差し＞,running_style==3&phase_random==2&order_rate>50,作戦：差し&レース終盤（ランダム判定？）&順位率>50%,【差し】レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,18000,"1,8",5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200611,昇り龍,最終コーナーで外から追い抜くと速度が上がる＜作戦・差し＞,running_style==3&is_finalcorner==1&corner!=0&is_behind_in==1&change_order_onetime<0,作戦：差し&最終コーナー＝到達&コーナーである&自分が他のウマ娘の背後にいる=〇&変動順位<0,【差し】最終コーナにおいて、1つでも順位を上げた際に自分の内側背後にウマがいる,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200612,外差し準備,最終コーナーで外から追い抜くと速度がわずかに上がる＜作戦・差し＞,running_style==3&is_finalcorner==1&corner!=0&is_behind_in==1&change_order_onetime<0,作戦：差し&最終コーナー＝到達&コーナーである&自分が他のウマ娘の背後にいる=〇&変動順位<0,【差し】最終コーナにおいて、1つでも順位を上げた際に自分の内側背後にウマがいる,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200621,眠れる獅子,レース中盤に脚を溜めて疲れにくくなる＜作戦・追込＞,running_style==4&phase_random==1&distance_diff_rate>=75,作戦：追込&レース中盤(ランダム判定？)&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,【追込】レース中盤のランダムな区間内で、全ウマ娘の距離の差における前から75％より後ろの位置の場合（1位と12位のウマの距離間のうち75％より後ろ）,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200622,後方待機,レース中盤に脚を溜めてわずかに疲れにくくなる＜作戦・追込＞,running_style==4&phase_random==1&distance_diff_rate>=75,作戦：追込&レース中盤(ランダム判定？)&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,【追込】レース中盤のランダムな区間内で、全ウマ娘の距離の差における前から75％より後ろの位置の場合（1位と12位のウマの距離間のうち75％より後ろ）,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200631,疾風怒濤,レース終盤に追い込み態勢に入り位置を上げる＜作戦・追込＞,running_style==4&phase_random==2&distance_diff_rate>=75,作戦：追込&レース終盤（ランダム判定？）&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,【追込】レース終盤のランダムな区間内において、全ウマ娘の距離の差が前から75%以降,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200632,仕掛け抜群,レース終盤に追い込み態勢に入り位置をわずかに上げる＜作戦・追込＞,running_style==4&phase_random==2&distance_diff_rate>=75,作戦：追込&レース終盤（ランダム判定？）&全ウマ娘の距離の差における前からの率（数字が小さいほど前）>=75%,【追込】レース終盤のランダムな区間内において、全ウマ娘の距離の差が前から75%以降,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200641,迫る影,ラストスパートの直線で加速力が上がる＜作戦・追込＞,running_style==4&is_lastspurt==1&corner==0,作戦：追込&ラストスパート中&直線である,【追込】直線において、ラストスパート中である,×,9000,"0,9",5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200642,直線一気,ラストスパートの直線で加速力がわずかに上がる＜作戦・追込＞,running_style==4&is_lastspurt==1&corner==0,作戦：追込&ラストスパート中&直線である,【追込】直線において、ラストスパート中である,×,9000,"0,9",5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200651,スプリントターボ,直線で加速力が上がる＜短距離＞,distance_type==1&straight_random==1,短距離&直線である（ランダム？）,〈短距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200652,スプリントギア,直線で加速力がわずかに上がる＜短距離＞,distance_type==1&straight_random==1,短距離&直線である（ランダム？）,〈短距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200662,様子見,レース中盤に後ろの方だとわずかに疲れにくくなる＜短距離＞,distance_type==1&phase_random==1&order_rate>50,短距離&レース中盤(ランダム判定？)&順位率>50%,〈短距離〉レース中盤のランダムな区間内で、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200671,電撃の煌めき,レース終盤に後ろの方だとスパートしやすくなる＜短距離＞,distance_type==1&phase_random==2&order_rate>50,短距離&レース終盤（ランダム判定？）&順位率>50%,〈短距離〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200672,詰め寄り,レース終盤に後ろの方だとわずかにスパートしやすくなる＜短距離＞,distance_type==1&phase_random==2&order_rate>50,短距離&レース終盤（ランダム判定？）&順位率>50%,〈短距離〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200681,マイルの支配者,レース序盤に先頭だと差を広げやすくなる＜マイル＞,distance_type==2&phase_random==0&accumulatetime>=5&order==1,マイル&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位＝1,〈マイル〉レース序盤のランダムな区間内において、開始5秒後以降、順位が1位,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200682,積極策,レース序盤に先頭だとわずかに差を広げやすくなる＜マイル＞,distance_type==2&phase_random==0&accumulatetime>=5&order==1,マイル&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位＝1,〈マイル〉レース序盤のランダムな区間内において、開始5秒後以降、順位が1位,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200691,慧眼,レース序盤に後ろの方だと疲れにくくなる＜マイル＞,distance_type==2&phase_random==0&accumulatetime>=5&order_rate>50,マイル&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位率>50%,〈マイル〉レース序盤のランダムな区間内で、開始5秒後以降、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200692,展開窺い,レース序盤に後ろの方だとわずかに疲れにくくなる＜マイル＞,distance_type==2&phase_random==0&accumulatetime>=5&order_rate>50,マイル&レース序盤（ランダム判定？）&発動までの猶予時間>=5&順位率>50%,〈マイル〉レース序盤のランダムな区間内で、開始5秒後以降、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200701,豪脚,レース終盤に後ろの方だと追い抜く力が上がる＜マイル＞,distance_type==2&phase_random==2&order_rate>50,マイル&レース終盤（ランダム判定？）&順位率>50%,〈マイル〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200702,上昇気流,レース終盤に後ろの方だと追い抜く力がわずかに上がる＜マイル＞,distance_type==2&phase_random==2&order_rate>50,マイル&レース終盤（ランダム判定？）&順位率>50%,〈マイル〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
200711,切り開く者,レース中盤に先頭だと疲れにくくなる＜中距離＞,distance_type==3&phase_random==1&order==1,中距離&レース中盤(ランダム判定？)&順位＝1,〈中距離〉レース中盤のランダムな区間内で、1位,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200712,前途洋々,レース中盤に先頭だとわずかに疲れにくくなる＜中距離＞,distance_type==3&phase_random==1&order==1,中距離&レース中盤(ランダム判定？)&順位＝1,〈中距離〉レース中盤のランダムな区間内で、1位,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200721,キラーチューン,レース中盤に前の方だと好位置を取りやすくなる＜中距離＞,distance_type==3&phase_random==1&order_rate<=50,中距離&レース中盤(ランダム判定？)&順位率<=50%,〈中距離〉レース中盤のランダムな区間内において、順位率50%以内[1～6位],×,9000,"0,9",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200722,テンポアップ,レース中盤に前の方だとわずかに好位置を取りやすくなる＜中距離＞,distance_type==3&phase_random==1&order_rate<=50,中距離&レース中盤(ランダム判定？)&順位率<=50%,〈中距離〉レース中盤のランダムな区間内において、順位率50%以内[1～6位],×,9000,"0,9",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200731,勝利への執念,最終コーナーで追い抜かれると差し返しやすくなる＜中距離＞,distance_type==3&is_finalcorner==1&corner!=0&change_order_onetime>0,中距離&最終コーナー＝到達&コーナーである&変動順位>0,〈中距離〉最終コーナーにおいて追い抜かれる,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200732,食い下がり,最終コーナーで追い抜かれるとわずかに差し返しやすくなる＜中距離＞,distance_type==3&is_finalcorner==1&corner!=0&change_order_onetime>0,中距離&最終コーナー＝到達&コーナーである&変動順位>0,〈中距離〉最終コーナーにおいて追い抜かれる,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200741,クールダウン,直線に入ると息を入れて疲れにくくなる＜長距離＞,distance_type==4&straight_random==1,長距離&直線である（ランダム？）,〈長距離〉直線のどこかで発動,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200742,深呼吸,直線に入ると息を入れてわずかに疲れにくくなる＜長距離＞,distance_type==4&straight_random==1,長距離&直線である（ランダム？）,〈長距離〉直線のどこかで発動,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200751,内的体験,最終コーナーで内ラチ側にいると速度が上がる＜長距離＞,distance_type==4&is_finalcorner==1&corner!=0&lane_type==0,長距離&最終コーナー＝到達&コーナーである&内ラチ側,〈長距離〉最終コーナーにおいて、最内レーン,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200752,内弁慶,最終コーナーで内ラチ側にいると速度がわずかに上がる＜長距離＞,distance_type==4&is_finalcorner==1&corner!=0&lane_type==0,長距離&最終コーナー＝到達&コーナーである&内ラチ側,〈長距離〉最終コーナーにおいて、最内レーン,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200761,火事場のバ鹿力,力を出し切った時に走る気力が復活する＜長距離＞,distance_type==4&is_hp_empty_onetime==1,長距離&スタミナが切れたとき,〈長距離〉スタミナが切れたとき,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
200762,別腹タンク,力を出し切った時に走る気力がわずかに復活する＜長距離＞,distance_type==4&is_hp_empty_onetime==1,長距離&スタミナが切れたとき,〈長距離〉スタミナが切れたとき,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
200771,トリック（前）,レース中盤に前の方にいると後ろの掛かったウマ娘がわずかに疲れる,phase==1&order_rate<=50&temptation_count_behind>=1,レース中盤&順位率<=50％&後ろの馬の掛かりカウント>=1,レース中盤で、順位率50%以内[1～6位]の際に、後ろの馬が掛かった時,×,0,瞬時発動,5000000,500,217,体力回復,後方の対象ウマ,掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
