ID,スキル名,スキル説明,発動条件（元データ）,発動条件,発動条件 (日本語訳),確定発動,持続時間補正値,基準持続時間(s),クールタイム補正値,基準クールタイム(s),査定値,種類,スキル対象,target_value_1_1,補正値,値（補正値の1/10000）,種類2,スキル対象2,target_value_1_2,補正値2,値（補正値2の1/10000）,種類3,スキル対象3,target_value_1_3,補正値3,値（補正値3の1/10000）
200781,トリック（後）,レース中盤に後ろの方にいると前の掛かったウマ娘がわずかに疲れる,phase==1&order_rate>50&temptation_count_infront>=1,レース中盤&順位率>50％&前の馬の掛かりカウント>=1,レース中盤で、順位率50%より後ろ[7～12位]の際に、前の馬が掛かった時,×,0,瞬時発動,5000000,500,217,体力回復,前方の対象ウマ,掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200791,逃げ駆け引き,作戦が逃げのウマ娘が掛かると落ち着くまで時間がかかる,running_style_temptation_count_nige>=1&is_temptation==0,逃げウマの掛かりカウント>=1&自分が掛かっていない,逃げウマが掛かっていて、自分が掛かっていない,×,0,瞬時発動,5000000,500,174,掛かり終了時間増加,掛かりウマ,逃げ＋掛かり,50000,5,-,-,-,-,-,-,-,-,-,-
200801,先行駆け引き,作戦が先行のウマ娘が掛かると落ち着くまで時間がかかる,running_style_temptation_count_senko>=1&is_temptation==0,先行ウマの掛かりカウント>=1&自分が掛かっていない,先行ウマが掛かっていて、自分が掛かっていない,×,0,瞬時発動,5000000,500,174,掛かり終了時間増加,掛かりウマ,先行＋掛かり,50000,5,-,-,-,-,-,-,-,-,-,-
200811,差し駆け引き,作戦が差しのウマ娘が掛かると落ち着くまで時間がかかる,running_style_temptation_count_sashi>=1&is_temptation==0,差しウマの掛かりカウント>=1&自分が掛かっていない,差しウマが掛かっていて、自分が掛かっていない,×,0,瞬時発動,5000000,500,174,掛かり終了時間増加,掛かりウマ,差し＋掛かり,50000,5,-,-,-,-,-,-,-,-,-,-
200821,追込駆け引き,作戦が追込のウマ娘が掛かると落ち着くまで時間がかかる,running_style_temptation_count_oikomi>=1&is_temptation==0,追込ウマの掛かりカウント>=1&自分が掛かっていない,追込ウマが掛かっていて、自分が掛かっていない,×,0,瞬時発動,5000000,500,174,掛かり終了時間増加,掛かりウマ,追込＋掛かり,50000,5,-,-,-,-,-,-,-,-,-,-
200831,逃げけん制,レース序盤に作戦・逃げのウマ娘をけん制してわずかに疲れやすくする,running_style_count_nige_otherself>=1&phase_random==0&accumulatetime>=5,他の人の作戦・逃げのウマ娘の数>=1&レース序盤（ランダム判定？）&発動までの猶予時間>=5,他の人の逃げウマが1以上の時、レース序盤のランダムな区間内で、開始5秒後以降,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,逃げ＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200841,逃げ焦り,レース中盤に作戦・逃げのウマ娘を焦らせてわずかに疲れやすくする,running_style_count_nige_otherself>=1&phase_random==1,他の人の作戦・逃げのウマ娘の数>=1&レース中盤(ランダム判定？),他の人の逃げウマが1以上の時、レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,逃げ＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200851,逃げためらい,レース終盤に作戦・逃げのウマ娘をためらわせて速度をわずかに下げる,running_style_count_nige_otherself>=1&phase_random==2,自チーム以外の作戦・逃げのウマ娘の数>=1&レース終盤（ランダム判定？）,レース終盤のランダムな区間内において、（自チーム以外の？）作戦・逃げのウマ娘の数が1以上,×,30000,3,5000000,500,217,現在速度アップ,全ウマ,逃げ＋掛かり,-1500,"-0,15",-,-,-,-,-,-,-,-,-,-
200861,先行けん制,レース序盤に作戦・先行のウマ娘をけん制してわずかに疲れやすくする,running_style_count_senko_otherself>=1&phase_random==0&accumulatetime>=5,他の人の作戦・先行のウマ娘の数>=1&レース序盤（ランダム判定？）&発動までの猶予時間>=5,他の人の先行ウマが1以上の時、レース序盤のランダムな区間内で、開始5秒後以降,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,先行＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200871,先行焦り,レース中盤に作戦・先行のウマ娘を焦らせてわずかに疲れやすくする,running_style_count_senko_otherself>=1&phase_random==1,他の人の作戦・先行のウマ娘の数>=1&レース中盤(ランダム判定？),他の人の先行ウマが1以上の時、レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,先行＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200881,先行ためらい,レース終盤に作戦・先行のウマ娘をためらわせて速度をわずかに下げる,running_style_count_senko_otherself>=1&phase_random==2,自チーム以外の作戦・先行のウマ娘の数>=1&レース終盤（ランダム判定？）,レース終盤のランダムな区間内において、（自チーム以外の？）作戦・先行のウマ娘の数が1以上,×,30000,3,5000000,500,217,現在速度アップ,全ウマ,先行＋掛かり,-1500,"-0,15",-,-,-,-,-,-,-,-,-,-
200891,差しけん制,レース序盤に作戦・差しのウマ娘をけん制してわずかに疲れやすくする,running_style_count_sashi_otherself>=1&phase_random==0&accumulatetime>=5,他の人の作戦・差しのウマ娘の数>=1&レース序盤（ランダム判定？）&発動までの猶予時間>=5,他の人の差しウマが1以上の時、レース序盤のランダムな区間内で、開始5秒後以降,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,差し＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200901,差し焦り,レース中盤に作戦・差しのウマ娘を焦らせてわずかに疲れやすくする,running_style_count_sashi_otherself>=1&phase_random==1,他の人の作戦・差しのウマ娘の数>=1&レース中盤(ランダム判定？),他の人の差しウマが1以上の時、レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,差し＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200911,差しためらい,レース終盤に作戦・差しのウマ娘をためらわせて速度をわずかに下げる,running_style_count_sashi_otherself>=1&phase_random==2,自チーム以外の作戦・差しのウマ娘の数>=1&レース終盤（ランダム判定？）,レース終盤のランダムな区間内において、（自チーム以外の？）作戦・差しのウマ娘の数が1以上,×,30000,3,5000000,500,217,現在速度アップ,全ウマ,差し＋掛かり,-1500,"-0,15",-,-,-,-,-,-,-,-,-,-
200921,追込けん制,レース序盤に作戦・追込のウマ娘をけん制してわずかに疲れやすくする,running_style_count_oikomi_otherself>=1&phase_random==0&accumulatetime>=5,他の人の作戦・追込のウマ娘の数>=1&レース序盤（ランダム判定？）&発動までの猶予時間>=5,他の人の追込ウマが1以上の時、レース序盤のランダムな区間内で、開始5秒後以降,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,追込＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200931,追込焦り,レース中盤に作戦・追込のウマ娘を焦らせてわずかに疲れやすくする,running_style_count_oikomi_otherself>=1&phase_random==1,他の人の作戦・追込のウマ娘の数>=1&レース中盤(ランダム判定？),他の人の追込ウマが1以上の時、レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,全ウマ,追込＋掛かり,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
200941,追込ためらい,レース終盤に作戦・追込のウマ娘をためらわせて速度をわずかに下げる,running_style_count_oikomi_otherself>=1&phase_random==2,自チーム以外の作戦・追込のウマ娘の数>=1&レース終盤（ランダム判定？）,レース終盤のランダムな区間内において、（自チーム以外の？）作戦・追込のウマ娘の数が1以上,×,30000,3,5000000,500,217,現在速度アップ,全ウマ,追込＋掛かり,-1500,"-0,15",-,-,-,-,-,-,-,-,-,-
200951,大井レース場◎,大井レース場が得意になる,track_id==10101,レース場:大井レース場,レース場:大井レース場,〇,-1,瞬時発動,0,0,174,スタミナアップ,自分,-,600000,60,-,-,-,-,-,-,-,-,-,-
200952,大井レース場○,大井レース場が少し得意になる,track_id==10101,レース場:大井レース場,レース場:大井レース場,〇,-1,瞬時発動,0,0,129,スタミナアップ,自分,-,400000,40,-,-,-,-,-,-,-,-,-,-
200953,大井レース場×,大井レース場が少し苦手になる,track_id==10101,レース場:大井レース場,レース場:大井レース場,〇,-1,瞬時発動,0,0,-129,スタミナアップ,自分,-,-400000,-40,-,-,-,-,-,-,-,-,-,-
200961,短距離直線◎,直線で速度が少し上がる＜短距離＞,distance_type==1&straight_random==1,短距離&直線である（ランダム？）,〈短距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
200962,短距離直線○,直線で速度がわずかに上がる＜短距離＞,distance_type==1&straight_random==1,短距離&直線である（ランダム？）,〈短距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200971,短距離コーナー◎,コーナーで速度が少し上がる＜短距離＞,distance_type==1&corner_random==1@distance_type==1&corner_random==2@distance_type==1&corner_random==3@distance_type==1&corner_random==4,短距離&コーナー番号＝１（ランダム）または短距離&コーナー番号＝2（ランダム）または短距離&コーナー番号＝3（ランダム）または短距離&コーナー番号＝4（ランダム）,"〈短距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
200972,短距離コーナー○,コーナーで速度がわずかに上がる＜短距離＞,distance_type==1&corner_random==1@distance_type==1&corner_random==2@distance_type==1&corner_random==3@distance_type==1&corner_random==4,短距離&コーナー番号＝１（ランダム）または短距離&コーナー番号＝2（ランダム）または短距離&コーナー番号＝3（ランダム）または短距離&コーナー番号＝4（ランダム）,"〈短距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200981,圧倒的リード,レース中盤に大きく差をつけ先頭だとリードを保ちやすい＜短距離＞,"distance_type==1&phase==1&bashin_diff_behind>=5&order==1
distance_type==1&distance_rate<=50&bashin_diff_behind>=5&order==1","短距離&中盤&後ろの馬との距離（馬身数）>=5&順位＝1
短距離&走行距離<=50%&後ろの馬との距離（馬身数）>=5&順位＝1",〈短距離〉中盤において、順位が1位の時、後ろのウマとの距離が5バ身以上,×,12000,"1,2",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
200982,大きなリード,レース中盤に大きく差をつけ先頭だとリードをわずかに保ちやすい＜短距離＞,"distance_type==1&phase==1&bashin_diff_behind>=5&order==1
distance_type==1&distance_rate<=50&bashin_diff_behind>=5&order==1","短距離&中盤&後ろの馬との距離（馬身数）>=5&順位＝1
短距離&走行距離<=50%&後ろの馬との距離（馬身数）>=5&順位＝1",〈短距離〉中盤において、順位が1位の時、後ろのウマとの距離が5バ身以上,×,12000,"1,2",5000000,500,262,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
200991,プランX,レース中盤に前の方にいると抜かしやすくなる＜短距離＞,distance_type==1&phase_random==1&order>=2&order_rate<=50,短距離&レース中盤(ランダム判定？)&順位>=2&順位率<=50%,〈短距離〉レース中盤のランダムな区間内において、順位が2位以下かつ順位率50%以内[2～6位],×,30000,3,5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
200992,善後策,レース中盤に前の方にいるとわずかに抜かしやすくなる＜短距離＞,distance_type==1&phase_random==1&order>=2&order_rate<=50,短距離&レース中盤(ランダム判定？)&順位>=2&順位率<=50%,〈短距離〉レース中盤のランダムな区間内において、順位が2位以下かつ順位率50%以内[2～6位],×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201001,準備万全！,レース中盤でゴールに向けて準備を整える＜短距離＞,distance_type==1&phase_random==1,短距離&レース中盤(ランダム判定？),〈短距離〉レース中盤のランダムな位置,×,30000,3,5000000,500,394,レーン移動速度アップ,自分,-,350,"0,035",加速度アップ,自分,-,3000,"0,3",-,-,-,-,-
201002,仕掛け準備,レース中盤でゴールに向けて準備を少し整える＜短距離＞,distance_type==1&phase_random==1,短距離&レース中盤(ランダム判定？),〈短距離〉レース中盤のランダムな位置,×,30000,3,5000000,500,174,レーン移動速度アップ,自分,-,250,"0,025",加速度アップ,自分,-,2000,"0,2",-,-,-,-,-
201011,悩殺術,レース序盤に前の方にいると後方のウマ娘が萎縮する＜短距離＞,distance_type==1&phase_random==0&order<=3&accumulatetime>=5,短距離&レース序盤（ランダム判定？）&順位<=3&発動までの猶予時間>=5,〈短距離〉レース序盤のランダムな区間内において、開始5秒以降、順位が3位以内,×,30000,3,5000000,500,508,現在速度アップ,後方ウマ全て,18,-2500,"-0,25",-,-,-,-,-,-,-,-,-,-
201012,後方釘付,レース序盤に前の方にいると後方のウマ娘が少し萎縮する＜短距離＞,distance_type==1&phase_random==0&order<=3&accumulatetime>=5,短距離&レース序盤（ランダム判定？）&順位<=3&発動までの猶予時間>=5,〈短距離〉レース序盤のランダムな区間内において、開始5秒以降、順位が3位以内,×,30000,3,5000000,500,262,現在速度アップ,後方ウマ全て,18,-2000,"-0,2",-,-,-,-,-,-,-,-,-,-
201021,逃亡禁止令,レース序盤に後ろの方にいると前方のウマ娘が焦る＜短距離＞,distance_type==1&phase_random==0&order_rate>50&accumulatetime>=5,短距離&レース序盤（ランダム判定？）&順位率>50%&発動までの猶予時間>=5,〈短距離〉レース序盤のランダムな区間内で、開始5秒後以降、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,508,体力回復,前方ウマ全て,18,-300,"-0,03",-,-,-,-,-,-,-,-,-,-
201022,抜け駆け禁止,レース序盤に後ろの方にいると前方のウマ娘がわずかに焦る＜短距離＞,distance_type==1&phase_random==0&order_rate>50&accumulatetime>=5,短距離&レース序盤（ランダム判定？）&順位率>50%&発動までの猶予時間>=5,〈短距離〉レース序盤のランダムな区間内で、開始5秒後以降、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,262,体力回復,前方ウマ全て,18,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
201031,マイル直線◎,直線で速度が少し上がる＜マイル＞,distance_type==2&straight_random==1,マイル&直線である（ランダム？）,〈マイル〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201032,マイル直線○,直線で速度がわずかに上がる＜マイル＞,distance_type==2&straight_random==1,マイル&直線である（ランダム？）,〈マイル〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201041,マイルコーナー◎,コーナーで速度が少し上がる＜マイル＞,distance_type==2&corner_random==1@distance_type==2&corner_random==2@distance_type==2&corner_random==3@distance_type==2&corner_random==4,マイル&コーナー番号＝１（ランダム）またはマイル&コーナー番号＝2（ランダム）またはマイル&コーナー番号＝3（ランダム）またはマイル&コーナー番号＝4（ランダム）,"〈マイル〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201042,マイルコーナー○,コーナーで速度がわずかに上がる＜マイル＞,distance_type==2&corner_random==1@distance_type==2&corner_random==2@distance_type==2&corner_random==3@distance_type==2&corner_random==4,マイル&コーナー番号＝１（ランダム）またはマイル&コーナー番号＝2（ランダム）またはマイル&コーナー番号＝3（ランダム）またはマイル&コーナー番号＝4（ランダム）,"〈マイル〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201051,ギアチェンジ,レース中盤に前の方にいると抜かしやすくなる＜マイル＞,distance_type==2&phase_random==1&order_rate<=50,マイル&レース中盤(ランダム判定？)&順位率<=50%,〈マイル〉レース中盤のランダムな区間内において、順位率50%以内[1～6位],×,12000,"1,2",5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
201052,ギアシフト,レース中盤に前の方にいるとわずかに抜かしやすくなる＜マイル＞,distance_type==2&phase_random==1&order_rate<=50,マイル&レース中盤(ランダム判定？)&順位率<=50%,〈マイル〉レース中盤のランダムな区間内において、順位率50%以内[1～6位],×,12000,"1,2",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201061,アクセル全開！,レース中盤に追い抜くと加速力が上がる＜マイル＞,distance_type==2&phase==1&change_order_onetime<0,マイル&レース中盤&変動順位<0,〈マイル〉レース中盤において追い抜く,×,12000,"1,2",5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
201062,アクセラレーション,レース中盤に追い抜くと加速力がわずかに上がる＜マイル＞,distance_type==2&phase==1&change_order_onetime<0,マイル&レース中盤&変動順位<0,〈マイル〉レース中盤において追い抜く,×,12000,"1,2",5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201071,姉御肌,追い抜きが成功しやすくなる＜マイル＞,distance_type==2&is_overtake==1&accumulatetime>=5,マイル&追い越し状態&発動までの猶予時間>=5,〈マイル〉開始5秒後以降、追い越し対象が存在する,×,18000,"1,8",5000000,500,334,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
201072,負けん気,追い抜きがわずかに成功しやすくなる＜マイル＞,distance_type==2&is_overtake==1&accumulatetime>=5,マイル&追い越し状態&発動までの猶予時間>=5,〈マイル〉開始5秒後以降、追い越し対象が存在する,×,18000,"1,8",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201081,スピードグリード,レース中盤に先頭にいると後ろの速度を少し奪う＜マイル＞,distance_type==2&phase_random==1&order==1,マイル&レース中盤(ランダム判定？)&順位＝1,〈マイル〉レース中盤のランダムな区間内において、順位が1位,×,30000,3,5000000,500,461,現在速度アップ,後方ウマ,5,-2000,"-0,2",速度アップ,自分,-,2500,"0,25",-,-,-,-,-
201082,スピードイーター,レース中盤に先頭にいると後ろの速度をわずかに奪う＜マイル＞,distance_type==2&phase_random==1&order==1,マイル&レース中盤(ランダム判定？)&順位＝1,〈マイル〉レース中盤のランダムな区間内において、順位が1位,×,30000,3,5000000,500,217,現在速度アップ,後方ウマ,5,-1500,"-0,15",速度アップ,自分,-,1500,"0,15",-,-,-,-,-
201091,布陣,レース序盤に後ろにいると前の動きを鈍くする＜マイル＞,distance_type==2&phase_random==0&order_rate>50&accumulatetime>=5,マイル&レース序盤（ランダム判定？）&順位率>50%&発動までの猶予時間>=5,〈マイル〉レース序盤のランダムな区間内において、開始5秒以降、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,508,加速度アップ,前方ウマ全て,18,-3000,"-0,3",-,-,-,-,-,-,-,-,-,-
201092,布石,レース序盤に後ろにいると前の動きをわずかに鈍くする＜マイル＞,distance_type==2&phase_random==0&order_rate>50&accumulatetime>=5,マイル&レース序盤（ランダム判定？）&順位率>50%&発動までの猶予時間>=5,〈マイル〉レース序盤のランダムな区間内において、開始5秒以降、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,加速度アップ,前方ウマ全て,18,-1000,"-0,1",-,-,-,-,-,-,-,-,-,-
201101,中距離直線◎,直線で速度が少し上がる＜中距離＞,distance_type==3&straight_random==1,中距離&直線である（ランダム？）,〈中距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201102,中距離直線○,直線で速度がわずかに上がる＜中距離＞,distance_type==3&straight_random==1,中距離&直線である（ランダム？）,〈中距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201111,中距離コーナー◎,コーナーで速度が少し上がる＜中距離＞,distance_type==3&corner_random==1@distance_type==3&corner_random==2@distance_type==3&corner_random==3@distance_type==3&corner_random==4,中距離&コーナー番号＝１（ランダム）または中距離&コーナー番号＝2（ランダム）または中距離&コーナー番号＝3（ランダム）または中距離&コーナー番号＝4（ランダム）,"〈中距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201112,中距離コーナー○,コーナーで速度がわずかに上がる＜中距離＞,distance_type==3&corner_random==1@distance_type==3&corner_random==2@distance_type==3&corner_random==3@distance_type==3&corner_random==4,中距離&コーナー番号＝１（ランダム）または中距離&コーナー番号＝2（ランダム）または中距離&コーナー番号＝3（ランダム）または中距離&コーナー番号＝4（ランダム）,"〈中距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201121,千里眼,レース序盤に観察力が高まり視野を広く持てる＜中距離＞,distance_type==3&phase_random==0,中距離&レース序盤（ランダム判定？）,〈中距離〉レース序盤のランダムな位置,×,30000,3,5000000,500,334,視野向上,自分,-,150000,15,-,-,-,-,-,-,-,-,-,-
201122,ホークアイ,レース序盤に観察力が高まり視野を少し広く持てる＜中距離＞,distance_type==3&phase_random==0,中距離&レース序盤（ランダム判定？）,〈中距離〉レース序盤のランダムな位置,×,30000,3,5000000,500,129,視野向上,自分,-,100000,10,-,-,-,-,-,-,-,-,-,-
201131,ライトニングステップ,レース中盤に後ろの方にいると囲まれにくくなる＜中距離＞,distance_type==3&phase_random==1&order_rate>50,中距離&レース中盤(ランダム判定？)&順位率>50%,〈中距離〉レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,394,レーン移動速度アップ,自分,-,350,"0,035",加速度アップ,自分,-,3000,"0,3",-,-,-,-,-
201132,イナズマステップ,レース中盤に後ろの方にいると少し囲まれにくくなる＜中距離＞,distance_type==3&phase_random==1&order_rate>50,中距離&レース中盤(ランダム判定？)&順位率>50%,〈中距離〉レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,174,レーン移動速度アップ,自分,-,250,"0,025",加速度アップ,自分,-,2000,"0,2",-,-,-,-,-
201141,神業ステップ,左右に動いても疲れにくくなる＜中距離＞,distance_type==3&is_move_lane==1&accumulatetime>=10@distance_type==3&is_move_lane==2&accumulatetime>=10,中距離&レーン右に移動中&発動までの猶予時間>=10、または中距離&レーン左に移動中&発動までの猶予時間>=10,〈中距離〉開始10秒後以降、左右のレーン移動が発生した際,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201142,軽やかステップ,左右に動いてもわずかに疲れにくくなる＜中距離＞,distance_type==3&is_move_lane==1&accumulatetime>=10@distance_type==3&is_move_lane==2&accumulatetime>=10,中距離&レーン右に移動中&発動までの猶予時間>=10、または中距離&レーン左に移動中&発動までの猶予時間>=10,〈中距離〉開始10秒後以降、左右のレーン移動が発生した際,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201151,独占力,レース終盤に後ろの方にいると前の速度を下げる＜中距離＞,distance_type==3&phase_random==2&order_rate>50,中距離&レース終盤（ランダム判定？）&順位率>50%,〈中距離〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,508,現在速度アップ,前方ウマ全て,18,-2500,"-0,25",-,-,-,-,-,-,-,-,-,-
201152,束縛,レース終盤に後ろの方にいると前の速度をわずかに下げる＜中距離＞,distance_type==3&phase_random==2&order_rate>50,中距離&レース終盤（ランダム判定？）&順位率>50%,〈中距離〉レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,現在速度アップ,前方ウマ全て,18,-1500,"-0,15",-,-,-,-,-,-,-,-,-,-
201161,魅惑のささやき,レース中盤にすぐ前のウマ娘を戸惑わせる＜中距離＞,distance_type==3&phase==1&blocked_front_continuetime>=1,中距離&レース中盤&前をふさがれた時間>=1,〈中距離〉レース中盤で前をふさがれた時間1秒以上,×,0,瞬時発動,5000000,500,508,体力回復,前方ウマ全て,18,-300,"-0,03",-,-,-,-,-,-,-,-,-,-
201162,ささやき,レース中盤にすぐ前のウマ娘をわずかに戸惑わせる＜中距離＞,distance_type==3&phase==1&blocked_front_continuetime>=1,中距離&レース中盤&前をふさがれた時間>=1,〈中距離〉レース中盤で前をふさがれた時間1秒以上,×,0,瞬時発動,5000000,500,217,体力回復,前方ウマ全て,18,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
201171,長距離直線◎,直線で速度が少し上がる＜長距離＞,distance_type==4&straight_random==1,長距離&直線である（ランダム？）,〈長距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
