ID,スキル名,スキル説明,発動条件（元データ）,発動条件,発動条件 (日本語訳),確定発動,持続時間補正値,基準持続時間(s),クールタイム補正値,基準クールタイム(s),査定値,種類,スキル対象,target_value_1_1,補正値,値（補正値の1/10000）,種類2,スキル対象2,target_value_1_2,補正値2,値（補正値2の1/10000）,種類3,スキル対象3,target_value_1_3,補正値3,値（補正値3の1/10000）
201172,長距離直線○,直線で速度がわずかに上がる＜長距離＞,distance_type==4&straight_random==1,長距離&直線である（ランダム？）,〈長距離〉直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201181,長距離コーナー◎,コーナーで速度が少し上がる＜長距離＞,distance_type==4&corner_random==1@distance_type==4&corner_random==2@distance_type==4&corner_random==3@distance_type==4&corner_random==4,長距離&コーナー番号＝１（ランダム）または長距離&コーナー番号＝2（ランダム）または長距離&コーナー番号＝3（ランダム）または長距離&コーナー番号＝4（ランダム）,"〈長距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201182,長距離コーナー○,コーナーで速度がわずかに上がる＜長距離＞,distance_type==4&corner_random==1@distance_type==4&corner_random==2@distance_type==4&corner_random==3@distance_type==4&corner_random==4,長距離&コーナー番号＝１（ランダム）または長距離&コーナー番号＝2（ランダム）または長距離&コーナー番号＝3（ランダム）または長距離&コーナー番号＝4（ランダム）,"〈長距離〉第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201191,先陣の心得,レース中盤に大きく差をつけ先頭だとリードを保ちやすい＜長距離＞,distance_type==4&phase_random==1&bashin_diff_behind>=3&order==1,長距離&レース中盤(ランダム判定？)&後ろの馬との距離（馬身数）>=3&順位＝1,〈長距離〉レース中盤のランダムな区間内において、順位が1位の時、後ろのウマと3バ身以上,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
201192,リードキープ,レース中盤に大きく差をつけ先頭だとリードをわずかに保ちやすい＜長距離＞,distance_type==4&phase_random==1&bashin_diff_behind>=3&order==1,長距離&レース中盤(ランダム判定？)&後ろの馬との距離（馬身数）>=3&順位＝1,〈長距離〉レース中盤のランダムな区間内において、順位が1位の時、後ろのウマと3バ身以上,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201202,パス上手,追い抜く気持ちが湧きわずかに疲れにくくなる＜長距離＞,distance_type==4&is_overtake==1&accumulatetime>=5,長距離&追い越し状態&発動までの猶予時間>=5,〈長距離〉開始5秒後以降、追い越し対象が存在する,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201211,怒涛の追い上げ,レース終盤で追い抜くと速度が上がる＜長距離＞,distance_type==4&phase==2&change_order_onetime<0,長距離&レース終盤&変動順位<0,〈長距離〉レース終盤において追い抜く,×,30000,3,5000000,500,508,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
201212,追い上げ,レース終盤で追い抜くと速度がわずかに上がる＜長距離＞,distance_type==4&phase==2&change_order_onetime<0,長距離&レース終盤&変動順位<0,〈長距離〉レース終盤において追い抜く,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201221,スタミナグリード,レース中盤で後ろの方にいると前方の持久力を少し奪う＜長距離＞,distance_type==4&phase_random==1&order>=5,長距離&レース中盤(ランダム判定？)&順位>=5,〈長距離〉レース中盤のランダムな区間内で、5位以下[5～12位],×,0,瞬時発動,5000000,500,461,体力回復,前方ウマ,5,-200,"-0,02",体力回復,自分,-,550,"0,055",-,-,-,-,-
201222,スタミナイーター,レース中盤で後ろの方にいると前方の持久力をちょっと奪う＜長距離＞,distance_type==4&phase_random==1&order>=5,長距離&レース中盤(ランダム判定？)&順位>=5,〈長距離〉レース中盤のランダムな区間内で、5位以下[5～12位],×,0,瞬時発動,5000000,500,217,体力回復,前方ウマ,5,-50,"-0,005",体力回復,自分,-,150,"0,015",-,-,-,-,-
201231,奇術師,レース終盤で前方のウマ娘の視野が狭くなる＜長距離＞,distance_type==4&phase_random==2,長距離&レース終盤（ランダム判定？）,〈長距離〉レース終盤のランダムな位置,×,30000,3,5000000,500,334,視野向上,前方ウマ全て,18,-100000,-10,-,-,-,-,-,-,-,-,-,-
201232,目くらまし,レース終盤で前方のウマ娘の視野が少し狭くなる＜長距離＞,distance_type==4&phase_random==2,長距離&レース終盤（ランダム判定？）,〈長距離〉レース終盤のランダムな位置,×,30000,3,5000000,500,129,視野向上,前方ウマ全て,18,-50000,-5,-,-,-,-,-,-,-,-,-,-
201241,逃げ直線◎,直線で速度が少し上がる＜作戦・逃げ＞,running_style==1&straight_random==1,作戦：逃げ&直線である（ランダム？）,【逃げ】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201242,逃げ直線○,直線で速度がわずかに上がる＜作戦・逃げ＞,running_style==1&straight_random==1,作戦：逃げ&直線である（ランダム？）,【逃げ】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201251,逃げコーナー◎,コーナーで速度が少し上がる＜作戦・逃げ＞,running_style==1&corner_random==1@running_style==1&corner_random==2@running_style==1&corner_random==3@running_style==1&corner_random==4,作戦：逃げ&コーナー番号＝１（ランダム）または作戦：逃げ&コーナー番号＝2（ランダム）または作戦：逃げ&コーナー番号＝3（ランダム）または作戦：逃げ&コーナー番号＝4（ランダム）,"【逃げ】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201252,逃げコーナー○,コーナーで速度がわずかに上がる＜作戦・逃げ＞,running_style==1&corner_random==1@running_style==1&corner_random==2@running_style==1&corner_random==3@running_style==1&corner_random==4,作戦：逃げ&コーナー番号＝１（ランダム）または作戦：逃げ&コーナー番号＝2（ランダム）または作戦：逃げ&コーナー番号＝3（ランダム）または作戦：逃げ&コーナー番号＝4（ランダム）,"【逃げ】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201261,シックスセンス,レース序盤に囲まれにくくなる＜作戦・逃げ＞,running_style==1&phase==0&blocked_all_continuetime>=1,作戦：逃げ&レース序盤&囲まれた時間>=1,【逃げ】レース序盤において、囲まれた時間1秒以上,×,30000,3,5000000,500,334,レーン移動速度アップ,自分,-,350,"0,035",-,-,-,-,-,-,-,-,-,-
201262,危険回避,レース序盤に少し囲まれにくくなる＜作戦・逃げ＞,running_style==1&phase==0&blocked_all_continuetime>=1,作戦：逃げ&レース序盤&囲まれた時間>=1,【逃げ】レース序盤において、囲まれた時間1秒以上,×,30000,3,5000000,500,129,レーン移動速度アップ,自分,-,250,"0,025",-,-,-,-,-,-,-,-,-,-
201272,先頭プライド,レース序盤にわずかに追い抜かれにくくなる＜作戦・逃げ＞,running_style==1&phase==0&change_order_onetime>0&accumulatetime>=5,作戦：逃げ&レース序盤&変動順位>0&発動までの猶予時間>=5,【逃げ】レース序盤において、開始5秒以降、追い抜かれる,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201281,じゃじゃウマ娘,上り坂で疲れにくくなる＜作戦・逃げ＞,running_style==1&slope==1&accumulatetime>=10,作戦：逃げ&上り坂&発動までの猶予時間>=10,【逃げ】開始10秒後以降、上り坂,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201282,勢い任せ,上り坂でわずかに疲れにくくなる＜作戦・逃げ＞,running_style==1&slope==1&accumulatetime>=10,作戦：逃げ&上り坂&発動までの猶予時間>=10,【逃げ】開始10秒後以降、上り坂,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201291,再燃焼,レース中盤に後ろにいると加速力が上がる＜作戦・逃げ＞,running_style==1&phase_random==1&order_rate>50,作戦：逃げ&レース中盤(ランダム判定？)&順位率>50%,【逃げ】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,508,加速度アップ,自分,-,4000,"0,4",-,-,-,-,-,-,-,-,-,-
201292,二の矢,レース中盤に後ろにいると加速力がわずかに上がる＜作戦・逃げ＞,running_style==1&phase_random==1&order_rate>50,作戦：逃げ&レース中盤(ランダム判定？)&順位率>50%,【逃げ】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201302,リスタート,レース序盤に逃げに失敗した時前がわずかに動揺する＜作戦・逃げ＞,running_style==1&phase_random==0&order_rate>50&accumulatetime>=5,作戦：逃げ&レース序盤（ランダム判定？）&順位率>50%&発動までの猶予時間>=5,【逃げ】レース序盤のランダムな区間内において、開始5秒後以降、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,加速度アップ,前方ウマ全て,18,-1000,"-0,1",-,-,-,-,-,-,-,-,-,-
201311,先行直線◎,直線で速度が少し上がる＜作戦・先行＞,running_style==2&straight_random==1,作戦：先行&直線である（ランダム？）,【先行】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201312,先行直線○,直線で速度がわずかに上がる＜作戦・先行＞,running_style==2&straight_random==1,作戦：先行&直線である（ランダム？）,【先行】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201321,先行コーナー◎,コーナーで速度が少し上がる＜作戦・先行＞,running_style==2&corner_random==1@running_style==2&corner_random==2@running_style==2&corner_random==3@running_style==2&corner_random==4,作戦：先行&コーナー番号＝１（ランダム）または作戦：先行&コーナー番号＝2（ランダム）または作戦：先行&コーナー番号＝3（ランダム）または作戦：先行&コーナー番号＝4（ランダム）,"【先行】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201322,先行コーナー○,コーナーで速度がわずかに上がる＜作戦・先行＞,running_style==2&corner_random==1@running_style==2&corner_random==2@running_style==2&corner_random==3@running_style==2&corner_random==4,作戦：先行&コーナー番号＝１（ランダム）または作戦：先行&コーナー番号＝2（ランダム）または作戦：先行&コーナー番号＝3（ランダム）または作戦：先行&コーナー番号＝4（ランダム）,"【先行】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201331,技巧派,コース取りが少しスムーズになる＜作戦・先行＞,running_style==2&is_move_lane==1@running_style==2&is_move_lane==2,作戦：先行&レーン右に移動中または作戦：先行&レーン左に移動中,【先行】レーン移動中,×,18000,"1,8",5000000,500,334,加速度アップ,自分,-,3000,"0,3",-,-,-,-,-,-,-,-,-,-
201332,巧みなステップ,コース取りがわずかにスムーズになる＜作戦・先行＞,running_style==2&is_move_lane==1@running_style==2&is_move_lane==2,作戦：先行&レーン右に移動中または作戦：先行&レーン左に移動中,【先行】レーン移動中,×,18000,"1,8",5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201341,決意の直滑降,下り坂が少し得意になる＜作戦・先行＞,running_style==2&slope==2,作戦：先行&下り坂,【先行】下り坂,×,30000,3,5000000,500,334,加速度アップ,自分,-,3000,"0,3",-,-,-,-,-,-,-,-,-,-
201342,直滑降,下り坂がわずかに得意になる＜作戦・先行＞,running_style==2&slope==2,作戦：先行&下り坂,【先行】下り坂,×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201351,食いしん坊,レース中盤に持久力が回復する＜作戦・先行＞,running_style==2&phase_random==1,作戦：先行&レース中盤(ランダム判定？),【先行】レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201352,栄養補給,レース中盤に持久力がわずかに回復する＜作戦・先行＞,running_style==2&phase_random==1,作戦：先行&レース中盤(ランダム判定？),【先行】レース中盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201361,くじけぬ精神,レース中盤に後ろの方にいると加速力が少し上がる＜作戦・先行＞,running_style==2&phase_random==1&order_rate>50,作戦：先行&レース中盤(ランダム判定？)&順位率>50%,【先行】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,334,加速度アップ,自分,-,3000,"0,3",-,-,-,-,-,-,-,-,-,-
201362,まき直し,レース中盤に後ろの方にいると加速力がわずかに上がる＜作戦・先行＞,running_style==2&phase_random==1&order_rate>50,作戦：先行&レース中盤(ランダム判定？)&順位率>50%,【先行】レース中盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201371,幻惑のかく乱,レース終盤に前の方にいると後方の視野が少し狭くなる＜作戦・先行＞,running_style==2&phase_random==2&order_rate<=50,作戦：先行&レース終盤（ランダム判定？）&順位率<=50%,【先行】レース終盤のランダムな区間内において、順位率50%以内[1～6位],×,30000,3,5000000,500,334,視野向上,後方ウマ全て,18,-50000,-5,-,-,-,-,-,-,-,-,-,-
201372,かく乱,レース終盤に前の方にいると後方の視野がわずかに狭くなる＜作戦・先行＞,running_style==2&phase_random==2&order_rate<=50,作戦：先行&レース終盤（ランダム判定？）&順位率<=50%,【先行】レース終盤のランダムな区間内において、順位率50%以内[1～6位],×,30000,3,5000000,500,85,視野向上,後方ウマ全て,18,-30000,-3,-,-,-,-,-,-,-,-,-,-
201381,差し直線◎,直線で速度が少し上がる＜作戦・差し＞,running_style==3&straight_random==1,作戦：差し&直線である（ランダム？）,【差し】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201382,差し直線○,直線で速度がわずかに上がる＜作戦・差し＞,running_style==3&straight_random==1,作戦：差し&直線である（ランダム？）,【差し】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201391,差しコーナー◎,コーナーで速度が少し上がる＜作戦・差し＞,running_style==3&corner_random==1@running_style==3&corner_random==2@running_style==3&corner_random==3@running_style==3&corner_random==4,作戦：差し&コーナー番号＝１（ランダム）または作戦：差し&コーナー番号＝2（ランダム）または作戦：差し&コーナー番号＝3（ランダム）または作戦：差し&コーナー番号＝4（ランダム）,"【差し】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201392,差しコーナー○,コーナーで速度がわずかに上がる＜作戦・差し＞,running_style==3&corner_random==1@running_style==3&corner_random==2@running_style==3&corner_random==3@running_style==3&corner_random==4,作戦：差し&コーナー番号＝１（ランダム）または作戦：差し&コーナー番号＝2（ランダム）または作戦：差し&コーナー_random==3または作戦：差し&コーナー_random==4,"【差し】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201401,努力家,追い抜きが少し成功しやすくなる＜作戦・差し＞,running_style==3&is_overtake==1&accumulatetime>=5,作戦：差し&追い越し状態&発動までの猶予時間>=5,【差し】開始5秒後以降、追い越し対象が存在する,×,30000,3,5000000,500,334,加速度アップ,自分,-,3000,"0,3",-,-,-,-,-,-,-,-,-,-
201402,がんばり屋,追い抜きがわずかに成功しやすくなる＜作戦・差し＞,running_style==3&is_overtake==1&accumulatetime>=5,作戦：差し&追い越し状態&発動までの猶予時間>=5,【差し】開始5秒後以降、追い越し対象が存在する,×,30000,3,5000000,500,217,加速度アップ,自分,-,2000,"0,2",-,-,-,-,-,-,-,-,-,-
201411,百万バリキ,上り坂で速度が上がる＜作戦・差し＞,running_style==3&slope==1,作戦：差し&上り坂,【差し】上り坂,×,18000,"1,8",5000000,500,334,目標速度アップ,自分,-,3500,"0,35",-,-,-,-,-,-,-,-,-,-
201412,十万バリキ,上り坂で速度がわずかに上がる＜作戦・差し＞,running_style==3&slope==1,作戦：差し&上り坂,【差し】上り坂,×,18000,"1,8",5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201421,リラックス,レース終盤に持久力が回復する＜作戦・差し＞,running_style==3&phase_random==2,作戦：差し&レース終盤（ランダム判定？）,【差し】レース終盤のランダムな位置,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201422,小休憩,レース終盤に持久力がわずかに回復する＜作戦・差し＞,running_style==3&phase_random==2,作戦：差し&レース終盤（ランダム判定？）,【差し】レース終盤のランダムな位置,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201431,大局観,レース中盤に観察力が高まり視野を広く持てる＜作戦・差し＞,running_style==3&phase_random==1,作戦：差し&レース中盤(ランダム判定？),【差し】レース中盤のランダムな位置,×,30000,3,5000000,500,334,視野向上,自分,-,150000,15,-,-,-,-,-,-,-,-,-,-
201432,読解力,レース中盤に観察力が高まり視野をわずかに広く持てる＜作戦・差し＞,running_style==3&phase_random==1,作戦：差し&レース中盤(ランダム判定？),【差し】レース中盤のランダムな位置,×,30000,3,5000000,500,85,視野向上,自分,-,50000,5,-,-,-,-,-,-,-,-,-,-
201441,八方にらみ,レース終盤に他のウマ娘が動揺する＜作戦・差し＞,running_style==3&phase_random==2&order_rate>50,作戦：差し&レース終盤（ランダム判定？）&順位率>50,【差し】レース終盤のランダムな区間内で、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,508,体力回復,視野範囲内？,18,-300,"-0,03",-,-,-,-,-,-,-,-,-,-
201442,鋭い眼光,レース終盤に他のウマ娘がわずかに動揺する＜作戦・差し＞,running_style==3&phase_random==2&order_rate>50,作戦：差し&レース終盤（ランダム判定？）&順位率>50,【差し】レース終盤のランダムな区間内で、順位率50%より後ろ[7～12位],×,0,瞬時発動,5000000,500,217,体力回復,視野範囲内？,18,-100,"-0,01",-,-,-,-,-,-,-,-,-,-
201451,追込直線◎,直線で速度が少し上がる＜作戦・追込＞,running_style==4&straight_random==1,作戦：追込&直線である（ランダム？）,【追込】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201452,追込直線○,直線で速度がわずかに上がる＜作戦・追込＞,running_style==4&straight_random==1,作戦：追込&直線である（ランダム？）,【追込】直線を1つ選んで、その範囲のどこかでランダム発動,×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201461,追込コーナー◎,コーナーで速度が少し上がる＜作戦・追込＞,running_style==4&corner_random==1@running_style==4&corner_random==2@running_style==4&corner_random==3@running_style==4&corner_random==4,作戦：追込&コーナー番号＝１（ランダム）または作戦：追込&コーナー番号＝2（ランダム）または作戦：追込&コーナー番号＝3（ランダム）または作戦：追込&コーナー番号＝4（ランダム）,"【追込】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,262,目標速度アップ,自分,-,2500,"0,25",-,-,-,-,-,-,-,-,-,-
201462,追込コーナー○,コーナーで速度がわずかに上がる＜作戦・追込＞,running_style==4&corner_random==1@running_style==4&corner_random==2@running_style==4&corner_random==3@running_style==4&corner_random==4,作戦：追込&コーナー番号＝１（ランダム）または作戦：追込&コーナー番号＝2（ランダム）または作戦：追込&コーナー番号＝3（ランダム）または作戦：追込&コーナー番号＝4（ランダム）,"【追込】第1コーナーのどこかで発動。（以下具体的な発動条件記載）
＊第1、第2、第3、第4コーナーそれぞれのランダムな位置で発動トリガーを生成し、通過時発動。（クールタイムにより最初に発動した場所以降発動無し。同じコーナーを2回通る場合は1回目では発動せず2回目の通過で発動）",×,30000,3,5000000,500,217,目標速度アップ,自分,-,1500,"0,15",-,-,-,-,-,-,-,-,-,-
201471,視界良好！異常なし！,左右に移動すると状況を把握して視野が少し広くなる＜作戦・追込＞,running_style==4&is_move_lane==1@running_style==4&is_move_lane==2,作戦：追込&レーン右に移動中または作戦：追込&レーン左に移動中,【追込】レーン移動中,×,30000,3,5000000,500,334,視野向上,自分,-,100000,10,-,-,-,-,-,-,-,-,-,-
201472,お見通し,左右に移動すると状況を把握して視野がわずかに広くなる＜作戦・追込＞,running_style==4&is_move_lane==1@running_style==4&is_move_lane==2,作戦：追込&レーン右に移動中または作戦：追込&レーン左に移動中,【追込】レーン移動中,×,30000,3,5000000,500,85,視野向上,自分,-,50000,5,-,-,-,-,-,-,-,-,-,-
201481,下校後のスペシャリスト,下り坂で疲れにくくなる＜作戦・追込＞,running_style==4&slope==2&accumulatetime>=10,作戦：追込&下り坂&発動までの猶予時間>=10,【追込】開始10秒後以降、下り坂,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201482,下校の楽しみ,下り坂でわずかに疲れにくくなる＜作戦・追込＞,running_style==4&slope==2&accumulatetime>=10,作戦：追込&下り坂&発動までの猶予時間>=10,【追込】開始10秒後以降、下り坂,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201491,冷静沈着,前が詰まった時に落ち着いて態勢を立て直す＜作戦・追込＞,running_style==4&blocked_front_continuetime>=1&accumulatetime>=10,作戦：追込&前をふさがれた時間>=1&発動までの猶予時間>=10,【追込】開始10秒後以降、前をふさがれた時間1秒以上,×,0,瞬時発動,5000000,500,508,体力回復,自分,-,550,"0,055",-,-,-,-,-,-,-,-,-,-
201492,冷静,前が詰まった時に落ち着いて態勢をわずかに立て直す＜作戦・追込＞,running_style==4&blocked_front_continuetime>=1&accumulatetime>=10,作戦：追込&前をふさがれた時間>=1&発動までの猶予時間>=10,【追込】開始10秒後以降、前をふさがれた時間1秒以上,×,0,瞬時発動,5000000,500,217,体力回復,自分,-,150,"0,015",-,-,-,-,-,-,-,-,-,-
201501,天命士,レース終盤に後ろの方にいると視野が広くなる＜作戦・追込＞,running_style==4&phase_random==2&order_rate>50,作戦：追込&レース終盤（ランダム判定？）&順位率>50,【追込】レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,334,視野向上,自分,-,150000,15,-,-,-,-,-,-,-,-,-,-
201502,策士,レース終盤に後ろの方にいると視野がわずかに広くなる＜作戦・追込＞,running_style==4&phase_random==2&order_rate>50,作戦：追込&レース終盤（ランダム判定？）&順位率>50,【追込】レース終盤のランダムな区間内において、順位率50%より後ろ[7～12位],×,30000,3,5000000,500,85,視野向上,自分,-,50000,5,-,-,-,-,-,-,-,-,-,-
201511,熱いまなざし,レース終盤に目を付けたウマ娘の緊張感が増す＜作戦・追込＞,running_style==4&phase_random==2&order>=2,作戦：追込&レース終盤（ランダム判定？）&順位>=2,【追込】レース終盤のランダムな区間内において、順位が2位以下,×,30000,3,5000000,500,508,現在速度アップ,視野範囲内？,18,-2500,"-0,25",-,-,-,-,-,-,-,-,-,-
